video_id,title,duration,tab,channel_rank,playlists,reviewed,score
i4OlcORhFYA,📈 CHARTING SECRET: How to Use a T-Chart to Plan Your Options Trading Strategy,,shorts,268.0,,False,-4
M0t8GP-oDP4,Trading Tip: Assessing Traction with DELTA  🔎,,shorts,270.0,,False,-4
gOqb0elot-E,Did you see the market action in January? | OptionsPlay Market Analysis,,shorts,272.0,,False,-4
Vd-sy3YVNrc,The Power of Delta in Options Trading | Part 5 of the Option Greek Series,,shorts,277.0,,False,-4
RQpvz2M_IEA,Have an EXIT plan when trading options #optionstrading #finance #trading,,shorts,281.0,,False,-4
VEi7qp75HjM,⚠️ Investors are missing out!  #optionstrading #finance #tradingtips,,shorts,285.0,,False,-4
L8hgJ5AthB0,The BEST Trading and Market News at OptionsPlay 🤔 #optionstrading #trading #finance,,shorts,286.0,,False,-4
JgBMXFO4KnA,Your FIRST Options Trade - Do this!,,shorts,287.0,,False,-4
U1D6woSZiJg,MAKE MONEY in the Stock Market #optionstrading #finance #tradingtips,,shorts,289.0,,False,-4
YiCBIqpbX8I,Become a FULL time Trader  #optionstrading #finance #tradingtips,,shorts,290.0,,False,-4
d6UxNB8cf3c,I didn't learn a whole lot in my finance degree to what I am doing today.,,shorts,291.0,,False,-4
-v8-4GsaOYk,I've had the opportunity to start OptionsPlay to build a better experience for traders.,,shorts,293.0,,False,-4
gKuezEWm7MA,Bear markets are not just a mirror image of bull markets.,,shorts,294.0,,False,-4
aXxtplXokXo,@Jessica Inskip and I are hosting a live AMA for you tomorrow at 4:15 PM EST!,,shorts,295.0,,False,-4
Q8j5Oc66udI,Join our special live session tomorrow and get all your questions answered live!,,shorts,296.0,,False,-4
emrN205DloA,Which stocks to buy puts on? Comment your thoughts! #bearmarket #stockputs #stockmarket,,shorts,298.0,,False,-4
ylg3dzciIoI,Downside targets of the S&P,,shorts,299.0,,False,-4
zsF3eQ5cGK0,Do you know the signs of capitulation? Comment your thoughts below! #stockmarket #stocks #finance,,shorts,300.0,,False,-4
c5M7zE_s2aE,The difference between retail and institutional investors,,shorts,303.0,,False,-4
4nMEnBlZUwQ,S&P DROPS BELOW 3900 🐻 #optionstrading #bearmarket #stockmarket,,shorts,306.0,,False,-4
9QJPtSulQEY,52 Week Lows? Could be an opportunity to buy low,,shorts,307.0,,False,-4
YYEJ1urzC-c,Do you use PRE-MARKET trends?  📊 before entering into the regular session?,,shorts,308.0,,False,-4
zE2HSLsAgZY,Does Technical Analysis actually work? #Technicalanalysis #optionstrading #trading,,shorts,309.0,,False,-4
Ii52vgMHOnc,Bear Market 📈 News,,shorts,310.0,,False,-4
_SXiCNiurbU,🕯📊 Tips for looking at candles and chart patterns,,shorts,311.0,,False,-4
Ctq15DPq6Yg,Trading during a bear market can be difficult!,,shorts,312.0,,False,-4
aX4V9XYJjOU,Is it worth it to trade a single-leg weekly?,,shorts,313.0,,False,-4
EgsbK8ml6Lc,Profitability doesn't materialize from picking the best stocks and strategies,,shorts,315.0,,False,-4
wTCpnsDH2HQ,Would you sell another call for less than the price you paid for the stock?,,shorts,316.0,,False,-4
7c4Wmizz8os,See the counter trend and look where everyone else is running away,,shorts,318.0,,False,-4
8cUTmqdGZE8,You can't control what the market does!,,shorts,319.0,,False,-4
T0V-gGBVSaQ,🤖 Electronic market making,,shorts,326.0,,False,-4
wGKm6N94hmQ,Days to expiration: my thoughts,,shorts,327.0,,False,-4
B50Tst0kGWU,Delta VS Theta,,shorts,328.0,,False,-4
tYfBFPMdYWw,Synthetic Long Position Tips,,shorts,329.0,,False,-4
KLAdW9Qfkds,Get your credit call spread insight today!,,shorts,330.0,,False,-4
ecnWpqY4Bvk,✅ Todays market observations optionstrading #options #stocks #optionstrader,,shorts,331.0,,False,-4
HQY0ttLtTqQ,Building Your Playbook and Weekly Watchlist,,streams,2.0,,False,-4
rORWnJCvMlQ,Friday Market Outlook l Stocks to Watch 👀,1928.0,playlist_only,,Market Outlook Series,False,-5
lUzS44EEm5k,Friday Market Outlook l Stocks to Watch 👀,1643.0,playlist_only,,Market Outlook Series,False,-5
ltA65igWkMM,See how I use screenshots to analyze trade metrics for smarter decisions. #chatgpt4o,,shorts,102.0,,False,-5
rKA7xyIPlnE,Let's learn the basics of Debit Spread Variation (3x1)! 💡,,shorts,210.0,,False,-5
91HMKAeBjbQ,Debit spreads EXPLAINED – Options trading,,shorts,282.0,,False,-5
hhNGkDxS8LA,"OptionsPlay Dashboard Tutorial | Find Trade Ideas, Research & Options Reports",300.0,videos,21.0,,False,-5
vBPoDzHNxF0,OptionsPlay's Platform & Services with Market Outlook,5324.0,playlist_only,,Webinar Series: Learn to Trade Options,False,-6
mcVMu0MGp1k,Too many trade ideas? Too many emotions?,,shorts,76.0,,False,-6
hvqobgH1RkE,Is This Report AI Generated?,,shorts,2.0,,False,-7
ly4-ujM2V3I,Silent Leverage Drift Is Destroying Private Credit Markets,,shorts,38.0,,False,-7
X-hIQFo8u5o,71% Odds This War Lasts Past June. Here's What That Means.,,shorts,40.0,,False,-7
c621u0kgHcA,The $2.2 Trillion Time Bomb Nobody Is Talking About,,shorts,41.0,,False,-7
jXO6cezNPfQ,Wall Street Is Lying to You About the Iran War,,shorts,42.0,,False,-7
tjEZHJp4pIc,This Is NOT a Dip. It's a Stagflation Trap.,,shorts,43.0,,False,-7
Q8twOTUfBzI,Why the AI Supply Chain is Narrower Than You Think,,shorts,46.0,,False,-7
Q-F_3vMKCN8,How to Trade the AI Bottlenecks Most Analysts Miss,,shorts,47.0,,False,-7
5NJklRkO1a0,How AI Agents are Decoupling Value from Seats,,shorts,48.0,,False,-7
Ft519ONWZc8,The $100B Partnership Reshaping AI Infrastructure,,shorts,49.0,,False,-7
-F08BgupJJg,Why Wall Street is Underestimating the AI Agent Revolution,,shorts,50.0,,False,-7
w0IQu9EOzsU,"With Venezuela set to supply millions of barrels under evolving U.S. oil policy, Chevron stands out",,shorts,57.0,,False,-7
8rzuDeKsijc,My top AI stock right now? Meta.,,shorts,80.0,,False,-7
MD2b0fibr-4,Mindset matters in trading 🧠💼📈,,shorts,93.0,,False,-7
DCMgnOXJLdk,Wondering why it's the go-to for many beginners? Here's why.,,shorts,101.0,,False,-7
8Y7MZkZO4oU,Analyze charts live and get results in text or audio format—all on your Mac with #chatgpt,,shorts,104.0,,False,-7
yMfoKHxtl3s,This is how you get and upload a trading chart on ChatGPT to help you analyze easily. 😱 #chatgpt,,shorts,107.0,,False,-7
tagjgQxEhIw,Upload a trading chart on ChatGPT and it will analyze everything for you. 🤯 #chatgpt,,shorts,109.0,,False,-7
Uui-9upvoGM,Customize or make your own ChatGPT prompts to better fit your trading strategy 💪,,shorts,113.0,,False,-7
0MTEHRqsNX4,Sample ChatGPT prompt you can use to help you become an objective trader. 💡 #chatgpt,,shorts,116.0,,False,-7
vrE17KcTrsg,ChatGPT as a tool to throw away any biases and focus more on objective insights! 💡,,shorts,123.0,,False,-7
Kjl3kyVy4KU,Strategy Selection Method in selling and buying options. Let's talk about it!,,shorts,177.0,,False,-7
HZsLnvexRqM,Let us learn the basics of an option! 💡,,shorts,226.0,,False,-7
dR8NBwB92DY,"Believe in the journey, keep pushing forward – success is on the way! 📈 #TradingMindset",,shorts,228.0,,False,-7
w1lUrZMzcIw,Beyond the Greeks: How Vega is Actually Used in Options Trading📈📉,,shorts,242.0,,False,-7
yFOwUevIu7g,Decoding the Greeks: When to Close or Take More Risk? 🔍,,shorts,251.0,,False,-7
h59HPCCYkg4,What Else Can Delta Tell Us? | Part 12 of Option Greeks Series | OptionsPlay Shorts,,shorts,269.0,,False,-7
moyYHHbMXPg,Assessing Directional Risk with Delta: Part 9 of the Option Greeks Series | OptionsPlay,,shorts,273.0,,False,-7
XNiLCWTd0Dk,Putting Long Calls and Long Puts into Practice: An Introduction to Options Chain | OptionsPlay,,shorts,274.0,,False,-7
dDL1Bwhd17c,Long call vs. Short put explained in under 1 min ⏱️ (Delta),,shorts,275.0,,False,-7
rpGIeFMv2mk,How is Options DELTA measured? Explained in less than 60 seconds 🧠 | OptionsPlay,,shorts,276.0,,False,-7
XCNFTzUTSGE,Why do we study the Greeks in options trading?,,shorts,278.0,,False,-7
72d6l-mr9zY,Get ready for our new series on options Greeks! #OptionsGreeks #TradingEducation,,shorts,279.0,,False,-7
dstbiOYLnRc,Long put explained  – Trading Strategy!,,shorts,280.0,,False,-7
csp5kH6egXQ,Long call option explained – Trading Tips!,,shorts,283.0,,False,-7
kE8YjCaAxBQ,What is an option? This is for beginners.,,shorts,288.0,,False,-7
CF8aPTjk9WI,Jessica Inskip was the first female in the active trader desk at Fidelity investments,,shorts,292.0,,False,-7
zk2-Pb_cx9E,What is an option? This is for beginners. We explain what an option contract is and how it works.,,shorts,302.0,,False,-7
D9pp-fSrdrg,"Why trade options? To learn options trading, beginners understand why options are traded",,shorts,304.0,,False,-7
Ih0uFw9wJ70,What are your thoughts on inflation? #stockmarket #stockmarketnews #trading,,shorts,321.0,,False,-7
rONA4ofLR2o,Tune in to this week’s episode of #InTheMoney with @Fidelity,,streams,1.0,,False,-7
