number,ticker,cp,entry,exit,expiration,dte,hold_days,strike,open_entry,delta_entry,value_at_exit,exit_src,profit,return_pct
15,MSTR,C,2024-10-11,2024-10-18,2025-04-17,188,7,210.0,52.28,0.6494,60.99,tradier_close,871.0,16.7
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,131.0,63.8,0.9997,84.7,tradier_close,2090.0,32.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,160.0,42.75,0.8715,54.49,tradier_close,1174.0,27.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-15,35,7,335.0,1.62,0.1195,4.13,tradier_close,251.0,154.9
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,340.0,3.52,0.1278,5.35,athena_mid,183.0,52.0
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,99.0,103.42,0.9445,120.8,athena_mid,1738.0,16.8
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,137.0,77.9,0.8595,88.2,tradier_close,1030.0,13.2
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,196.0,43.85,0.6747,58.65,tradier_close,1480.0,33.8
15,MSTR,C,2024-10-11,2024-10-18,2025-04-17,188,7,370.0,14.33,0.3218,24.4,tradier_close,1007.0,70.3
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,60.0,153.14,0.9629,164.82,athena_mid,1168.5,7.6
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,188.0,80.8,0.7501,97.71,tradier_close,1691.0,20.9
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,380.0,0.26,0.0146,0.31,tradier_close,5.0,19.2
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,305.0,3.16,0.1449,4.83,tradier_close,167.0,52.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,285.0,5.75,0.2508,10.5,tradier_close,475.0,82.6
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,185.0,33.05,0.7202,47.01,tradier_close,1396.0,42.2
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,122.0,81.7,0.9051,100.72,athena_mid,1902.5,23.3
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,135.0,80.15,0.8651,93.85,athena_mid,1370.0,17.1
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,136.0,76.9,0.8623,93.22,athena_mid,1632.5,21.2
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,120.0,107.65,0.8704,117.35,tradier_close,970.0,9.0
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,355.0,43.3,0.5088,50.5,tradier_close,720.0,16.6
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,295.0,0.4,0.0604,0.5,tradier_close,10.0,25.0
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,385.0,0.06,0.0031,0.07,tradier_close,1.0,16.7
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,250.0,5.78,0.3353,11.6,tradier_close,582.0,100.7
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,170.0,56.37,0.7596,71.28,athena_mid,1490.5,26.4
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,184.0,47.86,0.7141,63.45,athena_mid,1559.0,32.6
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,355.0,13.3,0.2763,18.1,tradier_close,480.0,36.1
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,190.0,48.7,0.6985,65.75,tradier_close,1705.0,35.0
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,390.0,34.08,0.4618,45.44,tradier_close,1136.0,33.3
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,147.0,57.5,0.9986,68.9,tradier_close,1140.0,19.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,295.0,3.17,0.1696,5.3,tradier_close,213.0,67.2
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,325.0,3.66,0.1534,6.35,tradier_close,269.0,73.5
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,360.0,4.15,0.1577,8.05,tradier_close,390.0,94.0
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,172.0,50.5,0.7598,65.35,tradier_close,1485.0,29.4
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,50.0,161.16,0.9854,165.69,tradier_close,453.0,2.8
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,195.0,76.85,0.7353,91.71,tradier_close,1486.0,19.3
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,350.0,42.5,0.5061,53.09,tradier_close,1059.0,24.9
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,165.0,33.2,0.9073,50.45,tradier_close,1725.0,52.0
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,315.0,0.04,0.0329,0.29,tradier_close,25.0,625.0
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,170.0,28.45,0.8557,47.98,tradier_close,1953.0,68.6
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,215.0,8.5,0.5174,16.8,tradier_close,830.0,97.6
15,MSTR,C,2024-10-11,2024-10-18,2024-11-15,35,7,140.0,62.15,0.9267,78.15,tradier_close,1600.0,25.7
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,160.0,44.8,0.843,64.2,tradier_close,1940.0,43.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,250.0,9.8,0.3798,17.66,tradier_close,786.0,80.2
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,365.0,3.15,0.1045,4.95,tradier_close,180.0,57.1
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,140.0,79.5,0.8511,86.85,tradier_close,735.0,9.2
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,185.0,47.6,0.7108,59.27,tradier_close,1167.0,24.5
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,390.0,7.85,0.2267,12.92,tradier_close,507.0,64.6
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,165.0,69.5,0.773,80.25,tradier_close,1075.0,15.5
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,340.0,49.85,0.5261,50.0,tradier_close,15.0,0.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,140.0,65.0,0.9444,75.7,tradier_close,1070.0,16.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,340.0,1.95,0.0827,3.02,tradier_close,107.0,54.9
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,115.0,91.5,0.9154,109.28,athena_mid,1777.5,19.4
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,350.0,14.2,0.3149,22.19,tradier_close,799.0,56.3
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,175.0,77.78,0.7597,88.4,tradier_close,1062.0,13.7
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,220.0,68.6,0.6705,76.05,tradier_close,745.0,10.9
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,120.0,101.93,0.8684,116.79,tradier_close,1486.0,14.6
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,365.0,43.1,0.4888,50.62,athena_mid,752.5,17.5
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,380.0,38.39,0.472,49.25,tradier_close,1086.0,28.3
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,250.0,62.0,0.6482,66.0,tradier_close,400.0,6.5
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,128.0,68.1,0.9998,86.8,tradier_close,1870.0,27.5
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,270.0,0.02,0.0357,0.01,tradier_close,-1.0,-50.0
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,245.0,1.75,0.2362,2.89,tradier_close,114.0,65.1
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,265.0,3.7,0.2684,10.09,tradier_close,639.0,172.7
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,195.0,27.85,0.6677,39.9,tradier_close,1205.0,43.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,225.0,18.33,0.5095,26.25,tradier_close,792.0,43.2
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,390.0,2.46,0.122,6.3,tradier_close,384.0,156.1
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,81.0,125.35,0.9674,137.3,athena_mid,1195.0,9.5
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,198.0,37.0,0.6595,51.05,tradier_close,1405.0,38.0
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,87.0,127.0,0.9675,133.22,athena_mid,622.5,4.9
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,125.0,91.7,0.8914,101.47,athena_mid,977.5,10.7
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,260.0,27.65,0.4958,37.89,tradier_close,1024.0,37.0
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,135.0,85.85,0.8435,104.8,athena_mid,1895.0,22.1
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,320.0,33.22,0.4518,39.85,tradier_close,663.0,20.0
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,380.0,34.0,0.4259,40.02,athena_mid,602.5,17.7
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,62.0,152.6,0.9603,164.2,athena_mid,1160.0,7.6
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,210.0,71.94,0.7094,87.85,tradier_close,1591.0,22.1
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,60.0,143.55,0.9999,155.1,athena_mid,1155.0,8.0
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,315.0,0.49,0.0647,1.29,tradier_close,80.0,163.3
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,150.0,65.0,0.8142,82.55,tradier_close,1755.0,27.0
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,180.0,55.5,0.7288,70.14,tradier_close,1464.0,26.4
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,190.0,59.0,0.7143,77.1,tradier_close,1810.0,30.7
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,75.0,150.15,0.9422,154.43,athena_mid,427.5,2.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,360.0,0.51,0.0231,0.61,tradier_close,10.0,19.6
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,170.0,42.55,0.7739,61.05,tradier_close,1850.0,43.5
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,118.0,97.2,0.9129,104.1,athena_mid,690.0,7.1
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,180.0,41.05,0.7296,59.5,tradier_close,1845.0,44.9
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,225.0,27.55,0.5576,39.45,tradier_close,1190.0,43.2
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,215.0,36.4,0.613,49.58,tradier_close,1318.0,36.2
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,285.0,23.75,0.4144,29.4,tradier_close,565.0,23.8
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,70.0,138.8,0.9657,149.47,athena_mid,1067.5,7.7
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,125.0,114.26,0.8599,116.56,tradier_close,230.0,2.0
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,145.0,95.0,0.8254,114.28,athena_mid,1927.5,20.3
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,190.0,81.0,0.7466,96.7,tradier_close,1570.0,19.4
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,125.0,78.9,0.9883,90.35,athena_mid,1145.0,14.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,162.5,38.6,0.8839,54.2,tradier_close,1560.0,40.4
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,280.0,3.48,0.214,7.2,tradier_close,372.0,106.9
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,235.0,17.0,0.4502,21.7,tradier_close,470.0,27.6
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,165.0,48.15,0.814,61.35,tradier_close,1320.0,27.4
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,100.0,117.42,0.9464,121.92,athena_mid,450.5,3.8
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,5.0,202.4,0.999,211.0,athena_mid,860.0,4.2
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,99.0,136.0,0.899,145.22,athena_mid,922.5,6.8
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,192.0,7.43,0.8192,24.15,tradier_close,1672.0,225.0
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,385.0,1.69,0.0402,1.53,tradier_close,-16.0,-9.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,205.0,21.91,0.6117,32.97,tradier_close,1106.0,50.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,275.0,8.76,0.2975,12.5,tradier_close,374.0,42.7
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,195.0,58.6,0.7025,74.6,tradier_close,1600.0,27.3
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,20.0,188.5,0.9977,197.97,athena_mid,947.5,5.0
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,220.0,65.91,0.696,87.0,tradier_close,2109.0,32.0
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,295.0,53.67,0.5832,66.1,athena_mid,1243.0,23.2
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,125.0,91.0,0.9114,95.72,athena_mid,472.5,5.2
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,240.0,22.0,0.5052,33.55,tradier_close,1155.0,52.5
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,255.0,29.5,0.4924,36.25,tradier_close,675.0,22.9
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,155.0,88.45,0.8062,108.2,athena_mid,1975.0,22.3
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,205.0,81.97,0.721,89.96,tradier_close,799.0,9.7
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,305.0,56.1,0.5698,63.85,athena_mid,775.0,13.8
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,42.0,167.85,1.0,173.43,athena_mid,557.5,3.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,305.0,6.4,0.2089,9.65,tradier_close,325.0,50.8
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,110.0,90.23,0.94,109.15,athena_mid,1892.0,21.0
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,142.0,80.45,0.858,84.92,athena_mid,447.5,5.6
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,196.0,37.58,0.6673,51.45,tradier_close,1387.0,36.9
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,360.0,10.05,0.2688,15.0,tradier_close,495.0,49.3
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,100.0,102.0,0.9226,123.47,athena_mid,2147.5,21.1
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,170.0,67.43,0.7585,76.75,tradier_close,932.0,13.8
15,MSTR,C,2024-10-11,2024-10-18,2025-04-17,188,7,240.0,33.35,0.5717,50.4,tradier_close,1705.0,51.1
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,55.0,155.2,0.9628,168.98,tradier_close,1378.0,8.9
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,95.0,131.3,0.9086,141.93,athena_mid,1062.5,8.1
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,160.0,89.8,0.7991,106.5,tradier_close,1670.0,18.6
15,MSTR,C,2024-10-11,2024-10-18,2026-01-16,462,7,260.0,63.52,0.6328,74.47,athena_mid,1095.5,17.2
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,130.0,110.0,0.8537,129.45,athena_mid,1945.0,17.7
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,212.5,5.15,0.5295,12.35,tradier_close,720.0,139.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,230.0,13.03,0.4756,23.35,tradier_close,1032.0,79.2
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,370.0,13.8,0.2863,20.55,tradier_close,675.0,48.9
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,115.0,109.2,0.8772,123.4,tradier_close,1420.0,13.0
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,154.0,102.75,0.808,108.65,athena_mid,590.0,5.7
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,200.0,74.2,0.7267,90.8,tradier_close,1660.0,22.4
15,MSTR,C,2024-10-11,2024-10-18,2025-12-19,434,7,340.0,48.05,0.5179,51.35,tradier_close,330.0,6.9
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,235.0,2.46,0.3039,4.69,tradier_close,223.0,90.7
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,145.0,51.87,0.9337,71.85,tradier_close,1998.0,38.5
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,146.0,52.43,0.9311,70.33,athena_mid,1789.5,34.1
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,200.0,11.15,0.6571,23.9,tradier_close,1275.0,114.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-08,28,7,130.0,69.65,0.9654,86.25,tradier_close,1660.0,23.8
15,MSTR,C,2024-10-11,2024-10-18,2024-11-15,35,7,158.0,47.51,0.8623,62.88,athena_mid,1536.5,32.3
15,MSTR,C,2024-10-11,2024-10-18,2024-11-22,42,7,175.0,33.0,0.7738,52.5,tradier_close,1950.0,59.1
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,260.0,9.33,0.3524,15.64,tradier_close,631.0,67.6
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,350.0,3.68,0.1241,5.9,tradier_close,222.0,60.3
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,162.0,50.18,0.7958,72.63,tradier_close,2245.0,44.7
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,132.0,87.06,0.8732,96.2,athena_mid,914.0,10.5
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,134.0,74.5,0.8679,97.0,tradier_close,2250.0,30.2
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,155.0,84.5,0.7973,93.28,athena_mid,877.5,10.4
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,360.0,32.5,0.4495,42.3,tradier_close,980.0,30.2
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,305.0,69.5,0.611,74.88,athena_mid,537.5,7.7
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,139.0,66.9,0.9994,77.65,tradier_close,1075.0,16.1
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,310.0,0.1,0.0022,0.01,tradier_close,-9.0,-90.0
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,305.0,0.31,0.0448,0.32,tradier_close,1.0,3.2
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,120.0,83.0,0.9091,105.05,tradier_close,2205.0,26.6
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,190.0,44.93,0.6944,59.95,tradier_close,1502.0,33.4
15,MSTR,C,2024-10-11,2024-10-18,2025-09-19,343,7,125.0,104.75,0.8607,117.62,athena_mid,1287.5,12.3
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,205.0,80.15,0.7415,100.72,athena_mid,2057.5,25.7
15,MSTR,C,2024-10-11,2024-10-18,2027-01-15,826,7,220.0,90.0,0.7438,106.0,tradier_close,1600.0,17.8
15,MSTR,C,2024-10-11,2024-10-18,2027-01-15,826,7,230.0,89.55,0.7318,96.59,tradier_close,704.0,7.9
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,129.0,74.8,0.9998,88.06,tradier_close,1326.0,17.7
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,174.0,22.25,0.9569,35.0,tradier_close,1275.0,57.3
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,184.0,10.15,0.8967,31.83,tradier_close,2168.0,213.6
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,186.0,10.0,0.8798,28.7,tradier_close,1870.0,187.0
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,160.0,37.7,0.9233,56.11,tradier_close,1841.0,48.8
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,237.5,4.4,0.2854,4.25,tradier_close,-15.0,-3.4
15,MSTR,C,2024-10-11,2024-10-18,2024-11-29,49,7,180.0,34.4,0.7452,48.55,tradier_close,1415.0,41.1
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,160.0,49.5,0.8117,68.84,tradier_close,1934.0,39.1
15,MSTR,C,2024-10-11,2024-10-18,2025-01-17,98,7,164.0,53.7,0.7888,70.48,tradier_close,1678.0,31.2
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,133.0,84.5,0.8706,95.42,athena_mid,1092.5,12.9
15,MSTR,C,2024-10-11,2024-10-18,2025-02-21,133,7,186.0,47.0,0.7075,62.58,athena_mid,1557.5,33.1
15,MSTR,C,2024-10-11,2024-10-18,2025-03-21,161,7,140.0,87.12,0.8397,92.55,tradier_close,543.0,6.2
15,MSTR,C,2024-10-11,2024-10-18,2025-06-20,252,7,200.0,57.4,0.6909,72.9,tradier_close,1550.0,27.0
15,MSTR,C,2024-10-11,2024-10-18,2026-06-18,615,7,350.0,58.4,0.5626,66.1,tradier_close,770.0,13.2
15,MSTR,C,2024-10-11,2024-10-18,2024-10-18,7,7,133.0,63.1,0.9997,78.58,tradier_close,1548.0,24.5
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,215.0,5.4,0.4995,11.09,tradier_close,569.0,105.4
15,MSTR,C,2024-10-11,2024-10-18,2024-10-25,14,7,350.0,0.27,0.0108,0.15,tradier_close,-12.0,-44.4
15,MSTR,C,2024-10-11,2024-10-18,2024-11-01,21,7,131.0,64.98,0.9628,85.05,athena_mid,2007.0,30.9
15,MSTR,C,2024-10-11,2024-10-18,2024-11-15,35,7,134.0,63.4,0.9431,80.0,tradier_close,1660.0,26.2
15,MSTR,C,2024-10-11,2024-10-18,2024-12-20,70,7,350.0,4.1,0.1725,8.85,tradier_close,475.0,115.9
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,60.0,5.05,0.3985,0.77,tradier_close,-428.0,-84.8
16,DJT,C,2024-10-22,2024-11-22,2025-03-21,150,31,15.0,21.35,0.8843,17.45,tradier_close,-390.0,-18.3
16,DJT,C,2024-10-22,2024-11-22,2024-11-29,38,31,40.0,7.59,0.5614,0.29,tradier_close,-730.0,-96.2
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,36.0,10.9,0.6464,4.7,tradier_close,-620.0,-56.9
16,DJT,C,2024-10-22,2024-11-22,2025-03-21,150,31,37.0,13.0,0.668,7.45,athena_mid,-555.0,-42.7
16,DJT,C,2024-10-22,2024-11-22,2025-06-20,241,31,27.0,16.54,0.7706,12.32,tradier_close,-422.0,-25.5
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,33.0,10.2,0.6535,0.01,tradier_close,-1019.0,-99.9
16,DJT,C,2024-10-22,2024-11-22,2024-11-29,38,31,37.0,9.3,0.6006,0.44,tradier_close,-886.0,-95.3
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,37.5,8.94,0.5885,0.01,tradier_close,-893.0,-99.9
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,50.0,7.7,0.5111,2.7,tradier_close,-500.0,-64.9
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,36.0,9.34,0.6283,2.77,tradier_close,-657.0,-70.3
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,48.0,7.27,0.4993,1.5,tradier_close,-577.0,-79.4
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,36.0,8.55,0.6096,0.01,tradier_close,-854.0,-99.9
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,6.0,27.48,0.9798,24.88,athena_mid,-260.5,-9.5
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,55.0,7.25,0.4702,2.39,tradier_close,-486.0,-67.0
16,DJT,C,2024-10-22,2024-11-22,2026-01-16,451,31,80.0,9.8,0.509,5.59,tradier_close,-421.0,-43.0
16,DJT,C,2024-10-22,2024-11-22,2025-03-21,150,31,21.0,17.26,0.8218,13.43,athena_mid,-383.5,-22.2
16,DJT,C,2024-10-22,2024-11-22,2024-11-29,38,31,34.0,10.28,0.6419,0.83,tradier_close,-945.0,-91.9
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,14.0,20.69,0.9027,17.1,tradier_close,-359.0,-17.4
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,20.5,16.5,0.8394,10.38,athena_mid,-612.5,-37.1
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,30.5,11.26,0.6911,0.28,tradier_close,-1098.0,-97.5
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,10.0,24.05,0.9425,20.8,athena_mid,-325.0,-13.5
16,DJT,C,2024-10-22,2024-11-22,2024-11-22,31,31,29.0,12.0,0.7138,1.76,tradier_close,-1024.0,-85.3
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,35.0,10.1,0.6404,3.06,tradier_close,-704.0,-69.7
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,49.0,7.0,0.4901,1.48,tradier_close,-552.0,-78.9
16,DJT,C,2024-10-22,2024-11-22,2025-03-21,150,31,31.0,15.27,0.7225,9.25,tradier_close,-602.0,-39.4
16,DJT,C,2024-10-22,2024-11-22,2025-01-17,87,31,21.0,17.6,0.8223,11.3,tradier_close,-630.0,-35.8
16,DJT,C,2024-10-22,2024-11-22,2025-06-20,241,31,25.0,18.4,0.7883,13.53,athena_mid,-487.5,-26.5
16,DJT,C,2024-10-22,2024-11-22,2024-12-20,59,31,16.0,18.4,0.8865,14.85,tradier_close,-355.0,-19.3
16,DJT,C,2024-10-22,2024-11-22,2026-01-16,451,31,1.0,33.0,1.0,30.06,tradier_close,-294.0,-8.9
16,DJT,C,2024-10-22,2024-11-22,2026-01-16,451,31,5.0,28.58,0.9653,26.1,tradier_close,-248.0,-8.7
16,DJT,C,2024-10-22,2024-11-22,2026-01-16,451,31,10.0,25.81,0.9199,21.5,tradier_close,-431.0,-16.7
